longitude,latitude,name,category
4.862744,45.7571954003785,,memorial
4.8234477,45.7538958003789,Patrick Fillon,memorial
4.8355639,45.7735395003762,,wayside_shrine
4.8123095,45.7751653003759,Chapelle Sainte Monique,memorial
4.833129,45.7771430003757,,wayside_shrine
4.8358887,45.7767726003757,,wayside_shrine
4.826922,45.7588290003782,,wayside_shrine
4.825475,45.7593830003782,,wayside_shrine
4.825404,45.7593990003782,,wayside_shrine
4.825622,45.7597210003781,,wayside_shrine
4.830385,45.7691356003768,Au Sergent Blandan,memorial
4.827633,45.7625810003777,,wayside_shrine
4.827987,45.7633830003776,,wayside_shrine
4.828228,45.7638590003775,,wayside_shrine
4.827713,45.7639690003775,,wayside_shrine
4.827417,45.7646280003774,,wayside_shrine
4.827962,45.7650530003774,,wayside_shrine
4.828635,45.7661460003772,,wayside_shrine
4.8269018,45.7639857003775,,fountain
4.8265444,45.7610157003779,Fontaine Saint-Jean de Lyon,fountain
4.8328904,45.753491400379,,memorial
4.8335038,45.753279400379,,fountain
4.8288284,45.753145800379,Statue de Monsieur Ampère,memorial
4.8481355,45.7598158003781,Le Buisson Ardent,fountain
4.8085823,45.7727806003763,,memorial
4.8629107,45.753315100379,,fountain
4.8628463,45.753309500379,,fountain
4.8628838,45.753277600379,,fountain
4.8628436,45.753416100379,,fountain
4.8628409,45.753371200379,,fountain
4.8628812,45.753400200379,,fountain
4.8628932,45.753354400379,,fountain
4.8628503,45.753341300379,,fountain
4.8549053,45.7812290003751,Claude-Marius Vaïsse,memorial
4.8098194,45.7711254003765,Fort de Vaise,castle
4.8267962,45.7630989003776,Paroisse orthodoxe française,place_of_worship
4.8341236,45.7648593003774,,fountain
4.8288458,45.753153300379,Fontaine de la Place Ampère,fountain
4.832126,45.774878500376,Statue de Joseph Marie Jacquard,memorial
4.8329176,45.7753938003759,Porte Neuve,city_gate
4.826909,45.7656091003773,,yes
4.8696796,45.7453487003801,Hangar du Premier-Film,yes
4.7973011,45.7560907003786,,fountain
4.8617537,45.7504007003794,Mémorial National de la Prison de Montluc,memorial
4.8519121,45.7243381003831,,fountain
4.8519587,45.7806710003752,Monument aux morts de l'île du Souvenir,memorial
4.8777013,45.7426499003805,Monument à la gloire du service de santé militaire,memorial
4.8580762,45.767795400377,Julien Barbero,memorial
4.8284204,45.7742614003761,À Henri Gorjus,memorial
4.8321925,45.7578371003784,Statue équestre de Louis XIV,memorial
4.8072178,45.7711211003765,Rhodiaceta,memorial
4.8277735,45.7298038003823,,fountain
4.8246138,45.7736215003762,Portail du Château de la Tourette,gate
4.8213138,45.7667625003771,L'Homme de la Roche,memorial
4.8296069,45.7680760003769,Monument aux Grands Hommes de la Martinière,memorial
4.82992,45.7574366003784,Le Petit Prince et Saint-Exupery,memorial
4.8254447,45.7575147003784,,fountain
4.8255685,45.7578216003784,,fountain
4.8267828,45.7587781003783,Monseigneur Lavarenne,memorial
4.8526686,45.7610645003779,Charles de Gaulle,memorial
4.8522946,45.7613205003779,,fountain
4.8055691,45.7669524003771,Au Personnel de la Société Rhodiaceta Victime de la Guerre 1939-1945,memorial
4.8480354,45.7596923003781,Martin Luther King,memorial
4.8371588,45.7698210003767,,building
4.8292496,45.7707891003765,"A la coopération, commerce véridique 1835",memorial
4.8303812,45.7702328003766,"""A Burdeau""",memorial
4.8332712,45.7582517003783,Veilleur de pierre,memorial
4.8211677,45.7580577003784,,wayside_cross
4.8368264,45.7457388003801,,memorial
4.8052919,45.7729110003762,Souvenir Unité Paix,memorial
4.8274088,45.7615719003779,,building
4.8277673,45.7642698003775,,building
4.8485244,45.7601956003781,Adjudant Stéphane Abbes,memorial
4.812979,45.7549519003788,Regina Martyrum,place_of_worship
4.8359417,45.7638386003775,,memorial
4.8359739,45.7638364003775,,memorial
4.8571489,45.7671702003771,Mémorial Général Brosset,memorial
4.856947,45.7385146003811,Monument aux Morts de la guerre franco-allemande de 1870,memorial
4.8544199,45.7377145003812,,fountain
4.8000012,45.7894281003739,Monument aux morts d'Oran,memorial
4.8324493,45.7569015003785,,fountain
4.832266,45.7569443003785,,fountain
4.8320877,45.7569859003785,,fountain
4.8314082,45.7571420003785,,fountain
4.8312249,45.7571848003785,,fountain
4.8310466,45.7572264003785,,fountain
4.8278009,45.7508358003794,,fountain
4.8875882,45.7491028003796,,memorial
4.8207851,45.7794172003753,,wayside_cross
4.8381992,45.7752231003759,Lavoir Montée Bonafous,fountain
4.858108,45.7691079003768,Louis Braille,memorial
4.8128407,45.7617764003778,Édouard Herriot,memorial
4.8412007,45.7493357003796,,wayside_cross
4.8015504,45.7794911003753,Lieu du Dernier Discours de Jean Jaurès,memorial
4.8337487,45.7997760003724,,memorial
4.8358461,45.8009095003723,,wayside_cross
4.8689407,45.7366932003814,,fountain
4.8213874,45.7583251003783,,fountain
4.8655175,45.7574278003784,Buste d'Étienne Richerand,monument
4.8009839,45.7735459003762,Pierre Montel,memorial
4.8302862,45.7694279003767,,fountain
4.8304569,45.7694273003767,,fountain
4.8272594,45.7615067003779,Hôtel d'Estaing,building
4.8296546,45.7570845003785,,building
4.8288075,45.7642628003775,,building
4.8276153,45.7614194003779,,building
4.8277471,45.7640129003775,,building
4.8277726,45.7641027003775,,building
4.8310769,45.7808678003751,A Clément Livet,memorial
4.8541559,45.7843920003746,Freight Train,memorial
4.8258017,45.7585681003783,Église Évangélique du Vieux Lyon,place_of_worship
4.882342,45.739237000381,Église Protestante Évangélique Lyon 8ème,place_of_worship
4.8336337,45.7668391003771,,fountain
4.8608383,45.7499851003795,,memorial
4.7948509,45.7838439003747,,fountain
4.8300794,45.7984725003726,,memorial
4.8333757,45.7709004003765,,wayside_shrine
4.8274123,45.7616443003778,,building
4.8265265,45.7619026003778,,building
4.8469629,45.7647437003774,Chapelle Expiatoire de la Croix Glorieuse,place_of_worship
4.857289,45.7717232003764,,fountain
4.8563708,45.7365647003814,,fountain
4.8056234,45.7718604003764,,memorial
4.8492536,45.760625600378,,memorial
4.8167626,45.7903753003738,,fountain
4.8168544,45.7589380003782,,memorial
4.8217014,45.7587352003783,,fountain
4.8521327,45.7545703003789,Rue d’Arménie,memorial
4.8823718,45.7359640003815,Monument aux Morts,memorial
4.8833684,45.7359167003815,,memorial
4.8518942,45.7544653003788,,memorial
4.8518793,45.7545296003788,,khatchkar
4.8519852,45.7545155003788,,khatchkar
4.851908,45.7543963003789,,memorial
4.852616,45.7565999003785,,memorial
4.8267189,45.7976167003727,,memorial
4.8290693,45.7617433003778,,fountain
4.829048,45.7616334003779,,fountain
4.8165536,45.7557679003787,Fontaine du Taurobole,fountain
4.8203865,45.8021196003721,,memorial
4.8758536,45.7555731003787,,memorial
4.8441911,45.7648879003774,,memorial
4.8472247,45.7663531003772,,memorial
4.8208721,45.7715924003764,,memorial
4.8718053,45.7515915003793,plaque à Jean Reverzy,memorial
4.855088,45.7528796003791,Bir Hakeim 11 Juin 1942,memorial
4.8539186,45.7586002003783,Monument aux cuirassiers,memorial
4.85152,45.7459327003801,,memorial
4.8491118,45.7694395003767,150 ans de la création du 6e arrondissement,memorial
4.8312245,45.7656770003773,Mathieu Husz,memorial
4.8497686,45.7711526003765,Roger Violi,memorial
4.8414276,45.7684727003769,Joseph Serlin,memorial
4.8645861,45.7616438003778,Mario Buisson,memorial
4.8333379,45.7698155003767,Eugène Pons,memorial
4.832322,45.7695774003767,René Leynaud,memorial
4.8281779,45.7514244003793,Enfants d'Izieu,memorial
4.8439103,45.7538856003789,Crue du 18 février 1812,memorial
4.8232616,45.7625930003777,Saint-Joseph,memorial
4.8570219,45.7633196003776,,memorial
4.8486092,45.7696009003767,Aimé Martin,memorial
4.865495,45.7514523003793,Robert Rabatel et René Tuberga,memorial
4.8655905,45.7515703003793,Roger Bréchan,memorial
4.8450308,45.7734355003762,Plaque Merriel,memorial
4.8402343,45.7792187003754,,fountain
4.8414511,45.7788452003754,Inauguration Pont Churchill,memorial
4.8531911,45.7685624003769,Inauguration Résidence Viricel,memorial
4.842145,45.7704551003766,Arc de la Chapelle des Gadagne,memorial
4.8376958,45.7694536003767,Hommage de la ville à Jean Moulin et André Lassagne,memorial
4.8377859,45.7711901003765,Alphonse Stengelin,memorial
4.8254717,45.7545274003788,Pont d'Ainay,memorial
4.8476482,45.7545452003788,Léon Vallas,memorial
4.8139805,45.7713070003765,,memorial
4.836718,45.7660644003772,Joseph Chalier,memorial
4.8442355,45.7685354003769,Commandant Faurax,memorial
4.8339853,45.7751235003759,AIME BOUSSANGE - ALEXANDRE AIMARD - AUGUSTE OLLIVIER,memorial
4.8315069,45.774616900376,Marech Majerezak,memorial
4.835142,45.7467497003799,,memorial
4.8536107,45.7452482003802,Vestige sirène d'avertissement,ruins
4.8352364,45.7684601003769,L.R 1728,memorial
4.8468095,45.7598588003781,Mick Micheyl,memorial
4.828138,45.760363000378,1783 Premier navire à vapeur,memorial
4.8334265,45.7681561003769,En mémoire des Juifs raflés par la gestapo 1943,memorial
4.8335113,45.7682199003769,1899 Marie-Louise Rochebillard créa le 1er syndicat féminin,memorial
4.8320143,45.7692983003768,Le Commerce Véridique et Social 1835,memorial
4.8307314,45.7700541003767,Lucien Sportisse,memorial
4.8362374,45.7700817003766,Lola Izraelski,memorial
4.8466475,45.7729576003763,Joseph Longarini,memorial
4.8463843,45.7729128003763,Haour Frères,memorial
4.8281899,45.7623572003777,Rue Tres Monnoyes,memorial
4.8282749,45.7623950003777,Gérard Desargues,memorial
4.8315839,45.7680550003769,Vestige du couvent des Carmes,ruins
4.844417,45.7707779003766,Philippe Burnot,memorial
4.8419135,45.7697458003767,Claude Farrere,memorial
4.8523667,45.7702351003766,24 AOUT 1944,memorial
4.845898,45.7600997003781,Philibert Gaillard et Frédéric Dutrion,memorial
4.827632,45.7505396003794,,fountain
4.8273222,45.7501887003795,,fountain
4.8330125,45.774261300376,Jean Moulin / La ficelle,memorial
4.8141417,45.7620139003778,Paul Chenavard,tomb
4.8307424,45.7298593003823,,advertising
4.8449227,45.7527834003791,Mosquée Mosaab Ibn Umaïr,place_of_worship
4.8203157,45.781788900375,Famille Garnier,tomb
4.8436635,45.7583426003783,Central Sévigné-Matheron,memorial
4.8445909,45.7583669003783,Laurent Matheron,memorial
4.8330608,45.7649154003774,,wayside_shrine
4.8269482,45.753735100379,,wayside_shrine
4.8092688,45.7671485003771,,memorial
4.8341629,45.7642598003775,,wayside_shrine
4.8354055,45.7641801003775,,wayside_shrine
4.8341121,45.7634137003776,,wayside_shrine
4.848222,45.7578977003784,,wayside_shrine
4.842981,45.767772800377,,wayside_shrine
4.8233132,45.7625973003777,,fountain
4.8235158,45.7454867003801,Monument aux victimes de derrière les voûtes,memorial
4.8342708,45.7779655003755,,wayside_altimeter
4.8377613,45.7704989003766,,wayside_altimeter
4.8377614,45.7705018003766,,wayside_altimeter
4.8372346,45.7715249003764,,name
4.8368121,45.7712250003765,Puvis de Chavannes,memorial
4.8335953,45.7649509003774,,memorial
4.8328145,45.7645453003774,,memorial
4.8347644,45.7718955003764,,drinking_water
4.8347652,45.7718956003764,,drinking_water
4.8347011,45.7718895003764,,memorial
4.8341572,45.7705495003766,,wayside_altimeter
4.8665464,45.7544485003789,Nathalie,memorial
4.8732723,45.7343899003817,,memorial
4.8874824,45.7491138003796,,memorial
4.8373324,45.7693182003768,Armand Cohen et Élie Boccara,memorial
4.8373798,45.7696603003767,,name
4.8122773,45.7615487003779,Antoine Gailleton,memorial
4.8112718,45.7634623003776,Alexandre Glénard,memorial
4.8106777,45.7626027003777,Bénédict Teissier,memorial
4.8521818,45.7373762003812,,wayside_cross
4.8323097,45.7665640003772,,traffic_sign
4.8129255,45.7581430003783,Fontaine du Verbe-Incarné,fountain
4.8607179,45.7389032003811,,fountain
4.8313613,45.7794496003753,,wayside_shrine
4.8315736,45.7794477003753,,wayside_shrine
4.8334393,45.7795207003753,,wayside_shrine
4.8321949,45.7756069003759,,wayside_shrine
4.8321648,45.7781031003755,,wayside_shrine
4.8362133,45.7687197003768,,wayside_shrine
4.8357647,45.7779328003755,,memorial
4.8371179,45.781530500375,,wayside_shrine
4.8307366,45.7724960003763,,wayside_shrine
4.8262696,45.7721112003764,,wayside_shrine
4.823311,45.7720439003764,,wayside_shrine
4.8230467,45.7720048003764,,wayside_shrine
4.8222759,45.7718598003764,,wayside_shrine
4.8218245,45.7702907003766,,wayside_shrine
4.8265923,45.7684115003769,,wayside_shrine
4.8264973,45.7684263003769,,wayside_shrine
4.8262564,45.7620014003778,,wayside_shrine
4.8262699,45.7597372003781,,wayside_shrine
4.8259607,45.7593284003782,,wayside_shrine
4.8259099,45.7597614003781,,wayside_shrine
4.825635,45.760247400378,,wayside_shrine
4.8253934,45.7587025003782,,wayside_shrine
4.8222688,45.7619342003778,,wayside_shrine
4.8133435,45.767555900377,,wayside_shrine
4.8305842,45.7732571003762,,wayside_shrine
4.8328349,45.7620811003778,,wayside_shrine
4.8303208,45.7777741003756,Jean Bertrand,memorial
4.8398537,45.7795368003753,,wayside_shrine
4.8358183,45.7716213003764,,fountain
4.8236644,45.7586090003783,,memorial
4.8565099,45.767592100377,,wayside_shrine
4.8305479,45.7554292003787,France d'abord,memorial
4.8096677,45.7638220003775,Famille Jambon,tomb
4.8185199,45.7561123003786,,fountain
4.833798,45.767507500377,,fountain
4.833864,45.767516200377,,fountain
4.8339444,45.767525200377,,fountain
4.834024,45.767534600377,,fountain
4.8337241,45.767499600377,,fountain
4.8336535,45.767491000377,,fountain
4.8335729,45.767481500377,,fountain
4.8334927,45.767472100377,,fountain
4.8334213,45.767463700377,,fountain
4.8333483,45.767455100377,,fountain
4.8332711,45.767446000377,,fountain
4.8332002,45.767437700377,,fountain
4.8331222,45.767428500377,,fountain
4.833042,45.767419100377,,fountain
4.8329794,45.767411700377,,fountain
4.835666,45.7560863003786,,fountain
4.8356632,45.7561016003786,,fountain
4.8356833,45.7560961003786,,fountain
4.835703,45.7560908003786,,fountain
4.8356853,45.7560809003786,,fountain
4.835705,45.7560754003786,,fountain
4.8356482,45.7560763003786,,fountain
4.835668,45.7560705003786,,fountain
4.8356874,45.7560649003786,,fountain
4.8356507,45.7560605003786,,fountain
4.8356699,45.7560551003786,,fountain
4.8356895,45.7560496003786,,fountain
4.8356324,45.7560497003786,,fountain
4.8356523,45.7560441003786,,fountain
4.8356715,45.7560387003786,,fountain
4.8356352,45.7560344003786,,fountain
4.8356543,45.7560290003786,,fountain
4.8356738,45.7560235003786,,fountain
4.8356166,45.7560231003786,,fountain
4.8356364,45.7560175003786,,fountain
4.8356554,45.7560121003786,,fountain
4.8356189,45.7560070003786,,fountain
4.835638,45.7560017003786,,fountain
4.8356574,45.7559963003786,,fountain
4.835601,45.7559970003786,,fountain
4.8356211,45.7559916003786,,fountain
4.83564,45.7559865003786,,fountain
4.8356037,45.7559813003787,,fountain
4.8356226,45.7559761003786,,fountain
4.835642,45.7559708003786,,fountain
4.8355855,45.7559709003787,,fountain
4.8356054,45.7559653003787,,fountain
4.8356241,45.7559601003787,,fountain
4.8211517,45.7635040003776,,ruins
4.8317286,45.7530296003791,,wayside_shrine
4.8487821,45.7507493003794,,wayside_shrine
4.8304105,45.7594998003781,,wayside_shrine
4.8254979,45.760308100378,,wayside_shrine
4.8214685,45.7585146003783,,fountain
4.8247058,45.7624254003777,,memorial
4.8571219,45.7385155003811,Tombe des familles Winckler et Lumière,tomb
4.8330817,45.7703273003766,Freneat Sarrazin,memorial
4.8355617,45.7720228003764,Ancien hôpital militaire,memorial
4.8278111,45.7721780003764,Patrice Berger,memorial
4.8336163,45.7742560003761,Henry Dugelay,memorial
4.8377997,45.767440800377,André,memorial
4.8306295,45.7588152003783,Chambonnet,memorial
4.823511,45.7683578003769,Fernand RUDE,memorial
4.8178638,45.767717900377,,highwater_mark
4.8171179,45.767852900377,,wayside_altimeter
4.8146524,45.7695993003767,,highwater_mark
4.8361073,45.7593501003782,,highwater_mark
4.8357547,45.7592070003782,Louise Labé,memorial
4.836116,45.7593284003782,,trunk_for_poor_patients
4.8360614,45.7594063003782,,trunk_for_poor_patients
4.836719,45.7580324003784,,yes
4.836726,45.7580487003784,,yes
4.8364286,45.7574710003784,,wayside_altimeter
4.8364288,45.7574713003784,,wayside_altimeter
4.8345073,45.7686213003769,Christine Lelong,memorial
4.8333999,45.7601588003781,Jacobins,memorial
4.8315298,45.7777434003756,Frédéric Dard,memorial
4.8118432,45.7708518003765,1903 Arrivée 1ère étape 1er Tour de France,memorial
4.8383669,45.7740958003761,Édouard Herriot,memorial
4.8241692,45.7630749003777,,fountain
4.83546,45.7669166003771,Maison léguée,memorial
4.8364607,45.7671310003771,,name
4.836117,45.7670434003771,,yes
4.8281587,45.7564943003786,,yes
4.8433111,45.7694946003767,Les 3 frères Montel,memorial
4.811322,45.774703400376,,memorial
4.8337708,45.7728039003763,,wayside_altimeter
4.8445077,45.7649120003774,,wayside_altimeter
4.8595046,45.7637806003775,"Louis Aulagne, Georges Chazeau, Antonin Dumas, Marius Vivier Merle",memorial
4.8468076,45.7556345003787,Lt Colonet Claude Robert Guillaud dit Enee,memorial
4.8467869,45.7557260003787,Hospices Civils,memorial
4.8281996,45.7577688003784,,wayside_shrine
4.8457128,45.7608592003779,Gaillard / Dutrion,memorial
4.8450727,45.7656841003773,Enfants juifs déportés,memorial
4.8451481,45.7656912003773,Enfants juifs déportés,memorial
4.8342251,45.7621245003778,,wayside_shrine
4.8347168,45.7642255003775,,memorial
4.8445255,45.7664811003772,Justin Godart,memorial
4.8428615,45.774414300376,Kikou Yamata,memorial
4.8279651,45.7724794003763,Lieutenant Allouche,memorial
4.8306711,45.7775012003756,,fountain
4.8308064,45.7775003003756,,fountain
4.8310702,45.7774922003756,,fountain
4.8312144,45.7774908003756,,fountain
4.8169582,45.7404080003808,,memorial
4.8315686,45.7288809003824,Église Saint-Antoine,place_of_worship
4.8344654,45.7660422003772,,wayside_shrine
4.8344357,45.7656748003773,,wayside_shrine
4.8320941,45.7653015003773,,wayside_shrine
4.832911,45.7660648003772,,wayside_shrine
4.8287789,45.7551119003788,,memorial
4.8289417,45.7550500003788,,memorial
4.828993,45.7551335003788,,memorial
4.8316022,45.7610072003779,,highwater_mark
4.8315986,45.7610092003779,,highwater_mark
4.8327444,45.7671788003771,,wayside_shrine
4.8302353,45.767421100377,,wayside_shrine
4.8326679,45.767700900377,,wayside_shrine
4.8349199,45.7688121003768,,wayside_shrine
4.8327555,45.7681848003769,,wayside_shrine
4.8300477,45.7691723003768,,wayside_shrine
4.8273718,45.7687405003769,,wayside_shrine
4.8411634,45.7634111003776,,wayside_altimeter
4.8411634,45.7634132003776,,wayside_altimeter
4.837734,45.7680573003769,,name
4.8378641,45.7616173003778,,wayside_altimeter
4.82987219560341,45.755881817836,,building
4.82911668078434,45.7583583687146,,building
4.8343587864152,45.7574630359696,,building
4.8339854403478,45.7568847682959,,building
4.83100576079535,45.7590466835915,,building
4.83041545400871,45.759191058084,Hôtel de l'Europe,building
4.83142949395893,45.7589139420617,,building
4.83183841021635,45.758807321202,,building
4.81490692436005,45.759537906857,,ruins
4.82234106805855,45.7710437798569,Église Saint-Bruno-les-Chartreux,place_of_worship
4.82804710306316,45.764111348051,,building
4.82781801908708,45.7625128683053,,building
4.82798656621345,45.7639235813082,,building
4.82846341205307,45.7641083716468,,building
4.82719249840321,45.765227767926,,building
4.8278638187736,45.7625881666068,,building
4.82829865085749,45.763487837909,,building
4.82777323164722,45.7631510242622,,building
4.82822416930065,45.763558162559,,building
4.82806292479289,45.7627069750441,,building
4.82772910907407,45.763280179424,,building
4.82875132538512,45.7631867759832,,building
4.8277424138122,45.7630368024643,,building
4.82809765369187,45.7640457867807,,building
4.82862028250713,45.7639669796291,,building
4.82857586715036,45.7639018366148,,building
4.82736307591497,45.7622635454451,,building
4.82731220459463,45.7611702520929,,building
4.82744066357437,45.7625190485497,,building
4.82737658198981,45.7613372017826,,building
4.82693998993397,45.7612512860131,,building
4.83648337526787,45.7588000437454,Grand Hôtel-Dieu,building
4.82235659991723,45.7623104951194,Basilique Notre-Dame de Fourvière,place_of_worship
4.82781242082113,45.7570789718391,Grande Synagogue de Lyon,place_of_worship
4.84500895263069,45.7715514107018,Église Rédemption,place_of_worship
4.85644375939675,45.7646949288238,Église évangélique de Pencôte,place_of_worship
4.8275178599555,45.7556516084802,,fountain
4.83674584999999,45.7644436003782,,fountain
4.81482206892236,45.7898460347655,Église Sainte-Camille,place_of_worship
4.83183032152977,45.7797763575432,Église Saint-Denis-de-la-Croix-Rousse,place_of_worship
4.81213306736002,45.7691006554972,,monastery
4.83631913935024,45.7591149288727,Chapelle de l'Hôtel-Dieu,place_of_worship
4.81985921056047,45.7570059834863,Thermes Gallo-romains,archaeological_site
4.83046745960994,45.770634148499,Amphithéâtre des Trois Gaules,archaeological_site
4.82761522087057,45.7609617106543,Église Saint-Étienne,ruins
4.82780404621102,45.7611224257889,Église Sainte-Croix de Lyon,ruins
4.82561361136902,45.7610545741804,Catastrophe de Fourvière,memorial
4.84986760429168,45.764566699676,,fountain
4.83976365681704,45.7794648400474,Église Saint-Eucher,place_of_worship
4.82256589144023,45.7580804081929,Chapelle de Marie-Thérèse,place_of_worship
4.82539603148495,45.757677413786,Église Saint-Georges,place_of_worship
4.8257505464021,45.7585895111659,Église Évangélique du Vieux Lyon,place_of_worship
4.86557081385711,45.7297914864534,,fountain
4.83368779027786,45.7974353864638,Église Notre-Dame - Saint-Rambert,place_of_worship
4.83458693779664,45.7981099021045,Le Châtelard,building
4.82689455284449,45.7998872415207,Église Saint-François-d'Assise,place_of_worship
4.83142663642738,45.7992293528114,Église Saint-Rambert,place_of_worship
4.80509999144323,45.7771999866104,Réunions Chrétiennes,place_of_worship
4.7917045867676,45.7881982313666,Synagogue de la Duchère,place_of_worship
4.80399097289217,45.7787697530282,Église Notre-Dame de l'Annonciation,place_of_worship
4.78919687298429,45.788929136112,Église Notre-Dame-de-la-Sauvegarde,place_of_worship
4.80107850001439,45.7843935004117,Château de la Jayère,castle
4.79395049998909,45.7832500004973,Église Notre-Dame-du-Monde-Entier,place_of_worship
4.79670060422096,45.76826077045,Salle du Royaume des Témoins de Jéhovah,place_of_worship
4.80854498271128,45.7732132714111,Église Saint-Pierre-aux-Liens,place_of_worship
4.78269966916413,45.7563522977291,Église Sainte-Anne de Ménival,place_of_worship
4.79561469388886,45.7582370245154,Église Notre-Dame du Point-du-Jour,place_of_worship
4.78634261070652,45.7576208859221,Château de Ménival,castle
4.81766253158951,45.7598101346621,Chapelle du Carmel,place_of_worship
4.8122012565421,45.7562546776849,Mosquée El Houda,place_of_worship
4.82791843160139,45.7636249712516,,building
4.82811118482367,45.7642736603181,Venise A Lyon,building
4.82762664840818,45.7643752880982,,building
4.8279188254713,45.7640229613817,,building
4.82722893526409,45.7649513047454,,building
4.82837727053258,45.7642249249445,,building
4.82773705555387,45.7629683031995,,building
4.82792531275846,45.7644750816385,Temple du Change,place_of_worship
4.82748202410657,45.7630940306168,,building
4.82795971611099,45.7635618691158,,building
4.82787206014931,45.7626622568134,,building
4.8277474790405,45.7651399837644,,building
4.82816731879081,45.7634334389705,,building
4.82801755680999,45.7638578457911,,building
4.82790621323691,45.7635040067492,,building
4.82838949267995,45.7640541485248,,building
4.82799180906839,45.7641660996131,,building
4.82753030374113,45.762685395061,,building
4.8277300119445,45.7631084986571,,building
4.82780105737996,45.7649906010305,,building
4.82858665228428,45.7642600540139,,building
4.82754253583936,45.7627801496736,,building
4.82764815952838,45.7628593700579,,building
4.82858919149534,45.7641783000391,,building
4.82706637406243,45.7654345075825,Hôtel Bullioud,building
4.82834036732722,45.7638722845058,,building
4.82885614925579,45.7632601612688,,building
4.82787127524376,45.7642589301608,,yes
4.82816329160369,45.7633696709895,,building
4.82858376647449,45.7632584044127,,building
4.826579769329,45.7621432895854,,building
4.82676535684699,45.7623330881032,,building
4.82642113390954,45.7620251664159,,building
4.82736955276822,45.7623861140067,,building
4.82726002074635,45.7621696893254,,building
4.82734356975727,45.762499972127,,building
4.82729463925104,45.7622254029531,,building
4.82723408108655,45.7623486613399,,building
4.82699424503021,45.7620082369302,,building
4.82722745826576,45.7618340495312,,building
4.82707781956432,45.7626640286339,,building
4.82780542138463,45.7601843450843,Palais archiépiscopal,castle
4.82722803495853,45.7617871332583,,building
4.82666245134323,45.7623204174812,,building
4.8271998815891,45.761736741913,Maison du Chamarier,building
4.82719095437457,45.7626263411915,,building
4.83563174999673,45.760467900598,Le bassin central de la place,fountain
4.81114836318586,45.7548662958828,,archaeological_site
4.81096491639466,45.7546247017384,,archaeological_site
4.81108500788668,45.7547881007194,,archaeological_site
4.81092184285484,45.7545692862326,,archaeological_site
4.82743153055401,45.7607183981576,Cathédrale Saint-Jean,place_of_worship
4.81685122212709,45.7467949677176,Le Lien,place_of_worship
4.84215382619443,45.750140564253,Chapelle du Bienheureux Père Chevrier,place_of_worship
4.82875645135477,45.7558300604516,Chapelle des Jésuites,place_of_worship
4.8366948684213,45.7683770617364,,fountain
4.82210022320629,45.7624539457981,Tour de la Force,place_of_worship
4.82205945026708,45.762213040162,Tour de la Justice,place_of_worship
4.82283638779494,45.7623930768233,Tour de la Prudence,place_of_worship
4.82279840962609,45.7621530031139,Tour de la Tempérance,place_of_worship
4.81104961639466,45.7547367017384,,archaeological_site
4.83523322434133,45.7676551772271,,fountain
4.81624282068072,45.7551096299641,Mausolée romain de Satrius,archaeological_site
4.81608518250284,45.7552330783782,Mausolée romain du Sévir Turpio,archaeological_site
4.81594101278324,45.7553458613474,"Mausolées romains de Julius Severianus, de Quintus Valerius et de Julia",archaeological_site
4.82655078472046,45.7639437469984,Site historique de Lyon,yes
4.84206112607923,45.7685311664876,,fountain
4.8212674636881,45.7624898732881,Chapelle Sainte-Claudine Thévenet,place_of_worship
4.83353763014419,45.7605086510978,Fontaine des Jacobins,fountain
4.8336347153282,45.7668390936784,,fountain
4.83400449839921,45.7564328120221,Mémorial Lyonnais du Génocide Arménien,memorial
4.81862780087768,45.7595910344728,Prétendu Sanctuaire de Cybèle,archaeological_site
4.8225603735335,45.7622887314822,Basilique de Fourvière,place_of_worship
4.84466069138997,45.7772447720051,Aux enfants du Rhône défenseurs de la Patrie,memorial
4.81944272197595,45.759978436922,,yes
4.83386624999357,45.7563692253803,,yes
4.82816865925342,45.7506737740835,À la gloire de la République,memorial
4.83611114132059,45.76828518889,Le Soleil,fountain
4.82043533556788,45.755996595435,Église Saint-Just,place_of_worship
4.81365680183167,45.7551222741113,Église Saint-Irénée,place_of_worship
4.81935922201298,45.7538031778718,Château de Choulans,castle
4.81752260575357,45.7555720031532,Site archéologique de Saint-Just Les Minimes,ruins
4.81279252379721,45.7551125596004,,fountain
4.82087512067667,45.7596196882424,,fountain
4.8736159663659,45.7338029379596,Bassin,fountain
4.83291608308741,45.7712892599164,Mosquée Koba,place_of_worship
4.82595339417442,45.7329436897699,Centre spirituel En Guédi,place_of_worship
4.87066119402408,45.7367678583913,Église Saint-Marc,place_of_worship
4.82886975338388,45.7385128596415,Salle du Royaume des Témoins de Jéhovah,place_of_worship
4.8323854792949,45.7377661441286,Église Notre-Dame des Anges,place_of_worship
4.82370461702918,45.7449119572438,Église Sainte-Blandine,place_of_worship
4.82132095899867,45.7519986679894,Basilique funéraire Saint-Laurent de Choulans,archaeological_site
4.7927390846589,45.7882783362301,Mosquée Et-Tawba,place_of_worship
4.8579823160212,45.7842846225248,Espace des droits de l'homme,memorial
4.83925077191156,45.7464712859578,Église Saint-Michel,place_of_worship
4.81524322758387,45.7706525112823,Fort Saint-Jean,castle
4.84149347965462,45.7527412716993,Église Saint-André,place_of_worship
4.84055133845793,45.7525661066999,Église Protestante Chinoise de Lyon,place_of_worship
4.8520767884863,45.7826830536211,,fountain
